0,1.923875
1,1.9545
2,1.958125
3,1.94275
4,1.892125
5,1.79975
6,1.70475
7,1.618
8,1.542125
9,1.494125
10,1.464375
11,1.451
12,1.449625
13,1.455125
14,1.463875
15,1.47125
16,1.48575
17,1.4955
18,1.50925
19,1.52225
20,1.534625
21,1.5415
22,1.537625
23,1.538875
24,1.530125
25,1.527
26,1.536
27,1.54425
28,1.549375
29,1.554625
30,1.562875
31,1.565
32,1.57225
33,1.577375
34,1.58275
35,1.58625
36,1.597375
37,1.623875
38,1.6275
39,1.631875
40,1.633375
41,1.62275
42,1.61575
43,1.600625
44,1.60025
45,1.60175
46,1.609625
47,1.604125
48,1.5405
49,1.49875
50,2.02225
51,3.158375
52,3.252875
53,3.13025
54,2.01425
55,1.506
56,1.429375
57,1.43125
58,1.434875
59,1.448125
60,1.457125
61,1.4735
62,1.491125
63,1.51475
64,1.533125
65,1.55725
66,1.5815
67,1.5975
68,1.629625
69,1.672625
70,1.724
71,1.7715
72,1.825125
73,1.87725
74,1.90575
75,1.92775
76,1.919375
77,1.8965
78,1.82475
79,1.740875
80,1.658875
81,1.57975
82,1.517125
83,1.470375
84,1.455625
85,1.45
86,1.443625
87,1.45275
88,1.459
89,1.4635
90,1.473
91,1.46525
92,1.476875
93,1.4755
94,1.495125
95,1.5025
96,1.50975
97,1.49825
98,1.505
99,1.510375
100,1.515125
101,1.531
102,1.537125
103,1.54675
104,1.548
105,1.544625
106,1.5455
107,1.560125
108,1.571375
109,1.567875
110,1.564625
111,1.58425
112,1.617625
113,1.623125
114,1.6015
115,1.600125
116,1.608
117,1.606
118,1.60425
119,1.60025
120,1.617375
121,1.6315
122,1.632375
123,1.58775
124,1.50325
125,1.75825
126,2.901375
127,3.25175
128,3.2335
129,2.317625
130,1.59275
131,1.442375
132,1.433625
133,1.44475
134,1.4635
135,1.465
136,1.485125
137,1.508875
138,1.5285
139,1.549
140,1.55425
141,1.580875
142,1.605125
143,1.64025
144,1.67775
145,1.72075
146,1.77275
147,1.813625
148,1.859375
149,1.900875
150,1.92825
151,1.93375
152,1.91325
153,1.865375
154,1.78825
155,1.693125
156,1.617
157,1.5385
158,1.483125
159,1.46175
160,1.466125
161,1.48775
162,1.46975
163,1.473125
164,1.4695
165,1.484125
166,1.48925
167,1.503
168,1.52575
169,1.53275
170,1.52
171,1.511
172,1.509625
173,1.510875
174,1.514125
175,1.50675
176,1.526375
177,1.56725
178,1.543375
179,1.537375
180,1.5595
181,1.558
182,1.580375
183,1.543875
184,1.563125
185,1.59125
186,1.6085
187,1.615625
188,1.61425
189,1.60975
190,1.61675
191,1.62225
192,1.617
193,1.63225
194,1.634375
195,1.6325
196,1.612875
197,1.60525
198,1.62425
199,1.62675
200,1.61275
201,1.561375
202,1.538125
203,2.222125
204,3.2305
205,3.2535
206,3.045
207,1.836375
208,1.440875
209,1.40025
210,1.40825
211,1.422375
212,1.448
213,1.4405
214,1.454875
215,1.451625
216,1.473625
217,1.497375
218,1.54325
219,1.554625
220,1.560875
221,1.606125
222,1.656625
223,1.68475
224,1.728
225,1.79
226,1.830125
227,1.863375
228,1.897375
229,1.900875
230,1.85725
231,1.787
232,1.70525
233,1.61075
234,1.54825
235,1.48725
236,1.448
237,1.43875
238,1.437
239,1.4455
240,1.454
241,1.45175
242,1.47325
243,1.493875
244,1.4665
245,1.478
246,1.475875
247,1.491375
248,1.499625
249,1.503875
250,1.516625
251,1.5325
252,1.5165
253,1.515
254,1.50425
255,1.503125
256,1.507875
257,1.50875
258,1.53325
259,1.532125
260,1.554
261,1.57
262,1.558625
263,1.5735
264,1.573875
265,1.594375
266,1.6005
267,1.613375
268,1.640125
269,1.6355
270,1.62075
271,1.626625
272,1.6065
273,1.595125
274,1.603125
275,1.593875
276,1.6095
277,1.625625
278,1.608125
279,1.5805
280,1.52325
281,1.676
282,2.708
283,3.25175
284,3.24875
285,2.55075
286,1.63425
287,1.45925
288,1.425125
289,1.413125
290,1.4415
291,1.455375
292,1.469
293,1.49575
294,1.503125
295,1.516375
296,1.530125
297,1.555875
298,1.556625
299,1.606375
300,1.635875
301,1.68725
302,1.727125
303,1.749
304,1.8075
305,1.86025
306,1.8955
307,1.898875
308,1.888375
309,1.842375
310,1.77725
311,1.693625
312,1.62425
313,1.541375
314,1.497125
315,1.455
316,1.4515
317,1.451
318,1.464375
319,1.471
320,1.474625
321,1.48525
322,1.502125
323,1.520875
324,1.518125
325,1.524
326,1.523375
327,1.52575
328,1.53075
329,1.54325
330,1.54525
331,1.547
332,1.547875
333,1.563
334,1.548625
335,1.57275
336,1.576375
337,1.566375
338,1.561625
339,1.574375
340,1.578125
341,1.579375
342,1.61025
343,1.62
344,1.62475
345,1.616375
346,1.62125
347,1.612625
348,1.633125
349,1.65175
350,1.644625
351,1.6535
352,1.647625
353,1.64625
354,1.623625
355,1.651125
356,1.61025
357,1.593375
358,1.606375
359,1.597
360,1.5595
361,1.645375
362,2.522625
363,3.249125
364,3.248875
365,2.6115
366,1.643125
367,1.4675
368,1.46575
369,1.41
370,1.406125
371,1.43125
372,1.46225
373,1.476125
374,1.498875
375,1.539
376,1.541
377,1.559
378,1.585
379,1.615625
380,1.64175
381,1.67425
382,1.706375
383,1.776375
384,1.83275
385,1.873875
386,1.885875
387,1.8905
388,1.894375
389,1.873
390,1.79175
391,1.709
392,1.62625
393,1.55475
394,1.51925
395,1.4765
396,1.46625
397,1.4705
398,1.482375
399,1.4805
400,1.486875
401,1.508625
402,1.5055
403,1.50775
404,1.52075
405,1.529625
406,1.530375
407,1.54075
408,1.550375
409,1.549875
410,1.541
411,1.54875
412,1.545875
413,1.536125
414,1.5475
415,1.56175
416,1.554375
417,1.56525
418,1.564875
419,1.569125
420,1.58025
421,1.581375
422,1.593875
423,1.603375
424,1.602875
425,1.595
426,1.605
427,1.610625
428,1.635625
429,1.640625
430,1.641875
431,1.63475
432,1.628
433,1.618125
434,1.602125
435,1.608125
436,1.62475
437,1.63175
438,1.61775
439,1.559
440,1.56475
441,2.23
442,3.22275
443,3.2505
444,2.8945
445,1.853875
446,1.510875
447,1.46025
448,1.482625
449,1.479125
450,1.491625
451,1.512875
452,1.521
453,1.53175
454,1.547875
455,1.563
456,1.585
457,1.61
458,1.630125
459,1.66225
460,1.692875
461,1.73825
462,1.7895
463,1.83675
464,1.880625
465,1.90975
466,1.91975
467,1.908375
468,1.86625
469,1.80325
470,1.72075
471,1.634875
472,1.554625
473,1.509625
474,1.469375
475,1.454
476,1.453625
477,1.452
478,1.45725
479,1.4755
480,1.482375
481,1.487875
482,1.4955
483,1.509375
484,1.50775
485,1.51075
486,1.513875
487,1.520375
488,1.53725
489,1.525
490,1.5185
491,1.507
492,1.508125
493,1.51625
494,1.520625
495,1.537875
496,1.53325
497,1.544125
498,1.551125
499,1.552625
500,1.57575
501,1.572625
502,1.577625
503,1.577375
